100x100, 500x500, 1000x1000, 
0.000508611, 0.0329876, 0.259712, 
0.000486101, 0.0326671, 0.260392, 
0.0004602, 0.033865, 0.265609, 
0.000583403, 0.0352834, 0.259456, 
0.000565033, 0.0342472, 0.260915, 
0.000585652, 0.0349744, 0.271975, 
0.000661835, 0.0482655, 0.271803, 
0.000573063, 0.036548, 0.273038, 
0.000821608, 0.0377474, 0.268892, 
0.000787047, 0.0390992, 0.286577, 
